Date,Month,Day_of_Year,Soil_Type,Soil_Texture,Soil_Structure,Soil_Depth_cm,Sand_%,Clay_%,Bulk_Density_g_cm3,Soil_Compaction_kPa,pH,Organic_Matter_%,Nitrogen_%,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Content_%,Irrigation_Applied_mm,precipitation_mm,avg_temp_C,solarradiation_W/m2,cloudcover%,Heat_Stress_Days (HSD),Frost_Days (FD),Temp_Shock (TS),Tuber_Yield_Potential_kg_ha,Yield (Production-Hector M. Ton)
2019-04-10,4,100,Sandy Loam,Loamy,Granular,2.466.038,5.022.520.285,2.488.380.397,1.460.802.112,2.501.199.127,6.269.440.862,4.173.140.911,0.398645912,2.600.143.467,2.306.162.014,2.475.110.146,7.897.203.641,38.5,23.7,149.8,60.7,0,0,0,3.536.301.577,1184989
2019-04-11,4,101,Clay Loam,Clayey,Blocky,2.466.038,6.958.626.369,1.709.631.743,1.392.362.707,1.515.415.312,5.625.983.375,3.998.736.947,0.126295099,3.845.606.533,1.160.024.221,2.472.616.657,4.590.964.227,3.4,27.3,207.2,65.3,1,0,1,4.279.344.546,1184989
2019-04-12,4,102,Sandy Loam,Sandy,Platy,2.466.038,5.334.875.421,2.144.626.193,1.437.235.158,2.084.522.077,5.731.613.161,3.341.796.482,0.340096034,2.675.736.793,1.281.374.452,197.467.481,1.969.149.378,2.0,27.4,206.9,66.9,1,0,1,2.848.596.619,1184989
2019-04-13,4,103,Sandy Loam,Sandy,Platy,2.466.038,6.507.854.737,2.261.826.976,1.499.424.828,2.113.808.054,6.062.907.596,1.526.030.861,0.232518144,4.224.405.501,1.111.309.321,1.807.280.323,5.201.995.036,2.3,27.0,238.9,61.7,1,0,1,3.953.779.555,1184989
2019-04-14,4,104,Clay Loam,Sandy,Blocky,2.466.038,6.991.614.689,1.598.133.249,1.487.410.411,1.882.773.781,6.527.278.654,5.376.205.894,0.133913353,1.963.582.302,1.865.168.275,1.058.367.574,1.693.947.276,1.0,28.0,263.7,38.6,1,0,1,4.011.580.455,1184989
2019-04-15,4,105,Silt Loam,Clayey,Massive,2.466.038,5.669.855.027,224.295.464,1.215.160.421,1.348.895.517,7.106.407.305,4.006.613.062,0.323200441,4.238.903.417,2.448.947.967,2.454.152.831,1.465.612.517,0.1,29.7,253.1,44.3,1,0,1,2.117.718.609,1184989
2019-04-16,4,106,Clay Loam,Sandy,Granular,2.466.038,5.519.577.765,2.240.399.189,1.550.748.364,1.404.035.463,5.696.636.611,2.005.236.613,0.360610995,2.025.903.982,2.163.953.084,2.317.823.922,1.887.250.468,0.7,30.2,205.9,57.6,1,0,1,2.296.656.137,1184989
2019-04-17,4,107,Sandy Loam,Loamy,Granular,2.466.038,6.302.478.932,2.288.260.921,1.330.756.336,1.025.169.327,5.818.435.628,2.537.481.362,0.110621685,2.192.613.871,1.407.517.869,2.438.664.681,8.445.365.929,20.6,29.8,277.3,43.0,1,0,1,3.865.348.319,1184989
2019-04-18,4,108,Sandy Loam,Silty,Platy,2.466.038,5.678.103.814,2.106.644.426,1.569.113.045,2.406.221.204,6.611.687.299,2.999.004.282,0.365761269,2.144.908.814,159.286.219,2.428.775.814,5.318.186.464,0.0,29.0,297.5,16.9,1,0,1,332.602.162,1184989
2019-04-19,4,109,Sandy Loam,Loamy,Blocky,2.466.038,5.209.038.871,2.058.123.355,136.199.971,14.207.254,7.487.113.415,2.958.328.863,0.221828253,3.850.962.527,1.528.595.488,1.070.590.483,178.787.819,1.6,29.7,272.0,26.9,1,0,1,4.362.637.467,1184989
2019-04-20,4,110,Clay Loam,Clayey,Platy,2.466.038,5.788.033.468,2.205.488.987,1.539.750.623,1.670.703.698,5.576.915.045,2.619.380.053,0.198487217,2.759.759.482,1.184.328.327,1.453.212.897,1.317.070.444,0.1,30.2,290.1,16.9,1,0,1,2.117.663.726,1184989
2019-04-21,4,111,Silt Loam,Silty,Granular,2.466.038,5.181.205.969,1.610.938.506,1.437.267.769,2.045.432.299,5.551.933.957,15.043.787,0.106538033,4.056.913.287,2.352.551.105,2.711.302.434,1.684.814.429,0.1,29.0,284.2,28.1,1,0,1,2.920.813.923,1184989
2019-04-22,4,112,Loamy,Sandy,Blocky,2.466.038,5.816.693.633,2.439.520.291,1.261.078.302,2.385.859.484,7.050.763.552,176.549.553,0.171561513,3.468.165.778,1.531.226.172,1.345.180.196,1.515.022.713,0.1,28.6,275.9,44.6,1,0,1,2.191.147.134,1184989
2019-04-23,4,113,Clay Loam,Silty,Granular,2.466.038,5.492.545.326,2.241.201.435,150.693.572,2.886.589.666,6.995.174.043,4.063.789.164,0.263976685,1.823.369.647,2.169.205.187,2.812.673.257,948.926.339,0.0,29.5,298.6,15.0,1,0,1,2.788.698.416,1184989
2019-04-24,4,114,Loamy,Sandy,Blocky,2.466.038,5.864.741.231,2.293.960.873,1.457.535.682,2.936.668.597,5.822.529.527,3.971.913.089,0.106752949,1.577.151.176,1.974.159.482,2.978.494.018,1.721.320.677,0.3,30.8,290.3,23.1,1,0,1,3.139.020.043,1184989
2019-04-25,4,115,Silt Loam,Sandy,Granular,2.466.038,500.647.522,2.408.612.515,1.418.469.114,1.303.578.443,5.036.875.178,4.698.010.744,0.2622684,3.269.331.949,1.802.818.156,1.552.359.661,1.841.755.185,0.5,32.3,280.7,6.9,1,0,1,2.617.511.593,1184989
2019-04-26,4,116,Clay Loam,Clayey,Blocky,2.466.038,5.382.922.875,2.252.245.616,1.532.793.134,1.727.093.016,607.379.512,4.214.742.407,0.217718622,4.182.319.185,1.026.655.059,1.028.256.965,125.539.122,0.0,31.4,296.3,30.0,1,0,1,3.064.929.927,1184989
2019-04-27,4,117,Loamy,Clayey,Platy,2.466.038,5.251.033.602,1.724.995.649,1.561.519.191,1.009.765.969,6.358.709.145,234.646.768,0.151962781,2.170.560.345,1.511.443.685,220.231.478,1.775.292.261,0.9,30.7,185.7,61.6,1,0,1,3.357.743.047,1184989
2019-04-28,4,118,Silt Loam,Loamy,Massive,2.466.038,6.116.990.578,1.525.799.932,1.535.664.863,231.469.324,6.900.386.077,3.932.548.901,0.193800017,283.831.207,177.080.906,2.514.207.133,5.176.925.804,1.5,31.6,222.3,59.2,1,0,1,4.693.674.996,1184989
2019-04-29,4,119,Clay Loam,Clayey,Blocky,2.466.038,695.288.378,2.185.644.514,1.244.768.561,2.010.038.967,6.652.367.643,492.629.895,0.303740389,1.634.348.554,1.126.544.717,2.275.915.435,4.323.156.633,1.8,31.8,247.0,64.0,1,0,1,3.663.351.098,1184989
2019-04-30,4,120,Loamy,Sandy,Platy,2.466.038,5.620.139.625,1.590.224.072,1.573.986.228,1.725.860.327,6.680.316.258,1.580.643.844,0.139132158,2.949.648.865,128.203.427,185.013.375,1.821.214.691,0.1,31.8,253.4,64.1,1,0,1,4.189.401.995,1184989
2019-05-01,5,121,Sandy Loam,Loamy,Granular,2.466.038,5.203.465.917,1.662.553.663,1.554.218.575,134.392.943,7.008.451.575,4.079.197.951,0.113019694,3.898.979.582,1.052.368.476,1.697.333.324,1.312.992.927,1.5,31.7,246.5,43.1,1,0,1,3.053.212.839,1184989
2019-05-02,5,122,Sandy Loam,Sandy,Platy,2.466.038,5.701.402.275,1.860.867.686,1.353.467.396,1.643.231.101,6.937.179.703,4.573.701.916,0.247149488,2.938.004.064,1.490.783.384,1.272.379.723,9.718.499.668,0.4,31.5,214.7,61.0,1,0,1,2.568.229.875,1184989
2019-05-03,5,123,Sandy Loam,Clayey,Platy,2.466.038,5.246.206.454,15.871.385,1.235.528.843,1.555.250.397,6.183.134.787,1.803.355.321,0.223176385,2.801.870.148,1.838.024.273,2.061.669.181,1.822.181.174,28.8,28.3,107.0,82.0,1,0,1,4.308.352.126,1184989
2019-05-04,5,124,Clay Loam,Clayey,Granular,2.466.038,69.787.272,2.033.591.522,1.213.645.197,2.230.297.401,5.262.031.442,2.916.270.194,0.183337523,223.260.728,2.121.808.676,2.352.867.393,9.210.306.036,27.4,25.4,64.8,92.6,0,0,0,2.728.249.698,1184989
2019-05-05,5,125,Silt Loam,Loamy,Massive,2.466.038,5.970.159.324,1.792.476.563,1.332.583.534,2.302.608.216,7.035.838.926,2.302.724.485,0.296334369,310.389.908,1.858.301.343,1.318.350.685,5.842.680.363,0.0,29.2,294.6,39.2,1,0,1,4.079.498.712,1184989
2019-05-06,5,126,Silt Loam,Loamy,Massive,2.466.038,5.964.217.943,2.064.506.471,1.460.049.161,1.202.402.686,6.504.435,4.075.846.809,0.13769299,4.020.901.534,1.147.755.978,2.139.447.209,1.175.266.312,0.5,30.6,275.5,42.7,1,0,1,3.642.976.043,1184989
2019-05-07,5,127,Sandy Loam,Sandy,Platy,2.466.038,69.408.463,1.514.803.568,1.555.711.588,2.212.435.632,5.082.533.692,5.213.582.242,0.116916097,3.145.553.781,1.519.777.877,2.244.108.231,1.380.083.726,0.0,30.8,286.7,46.0,1,0,1,246.056.093,1184989
2019-05-08,5,128,Silt Loam,Sandy,Granular,2.466.038,5.683.312.858,2.254.313.999,1.422.208.396,1.048.877.071,6.971.227.649,5.272.340.322,0.365243445,2.379.779.668,2.266.713.877,2.784.104.755,1.753.207.394,0.4,31.0,268.4,57.8,1,0,1,3.982.780.596,1184989
2019-05-09,5,129,Clay Loam,Sandy,Massive,2.466.038,5.325.830.164,1.500.200.095,143.973.337,1.003.584.585,5.983.348.567,2.228.998.029,0.132712129,3.862.887.094,1.347.842.341,1.320.238.893,5.072.583.036,0.0,31.1,276.4,57.3,1,0,1,4.352.970.502,1184989
2019-05-10,5,130,Clay Loam,Silty,Massive,2.466.038,5.103.507.817,173.567.295,1.576.884.834,2.728.425.278,5.785.282.241,4.598.791.843,0.136254589,1.829.292.561,2.059.267.436,2.587.022.211,185.027.164,0.1,31.9,271.4,52.8,1,0,1,3.084.691.143,1184989
2019-05-11,5,131,Loamy,Sandy,Blocky,2.466.038,5.265.814.086,1.611.862.937,1.299.608.628,2.507.638.597,6.287.620.884,4.341.459.691,0.113873908,1.607.033.148,1.436.456.832,1.364.054.018,0.056724847,0.6,31.7,253.1,60.2,1,0,1,4.521.723.987,1184989
2019-05-12,5,132,Silt Loam,Loamy,Platy,2.466.038,5.906.053.358,1.775.801.584,1.371.991.401,153.901.441,6.678.900.829,2.538.422.205,0.387137545,2.096.091.687,1.746.540.159,2.435.635.762,1.102.236.842,0.0,31.3,239.8,48.5,1,0,1,2.787.916.616,1184989
2019-05-13,5,133,Sandy Loam,Silty,Granular,2.466.038,6.745.677.403,1.814.636.305,1.445.762.032,1.966.006.591,7.312.115.945,2.578.872.251,0.262430044,3.091.482.438,1.650.830.228,14.000.129,4.305.590.423,7.7,30.4,229.2,72.2,1,0,1,3.985.763.998,1184989
2019-05-14,5,134,Sandy Loam,Clayey,Granular,2.466.038,5.827.198.899,2.396.132.945,14.121.041,2.279.675.008,5.065.044.433,418.052.567,0.197097081,2.389.814.288,221.178.342,2.235.377.667,0.278165946,15.7,28.5,199.8,62.4,1,0,1,3.928.317.205,1184989
2019-05-15,5,135,Sandy Loam,Clayey,Granular,2.466.038,6.068.294.773,1.534.034.119,1.302.090.662,1.895.005.715,5.761.678.808,193.635.161,0.177658686,3.547.777.897,1.199.230.918,1.215.182.224,4.628.113.138,27.1,30.7,195.4,50.1,1,0,1,3.680.837.767,1184989
2019-05-16,5,136,Silt Loam,Clayey,Granular,2.466.038,6.782.968.299,2.280.800.578,1.436.870.294,1.740.157.019,5.101.112.252,2.786.671.864,0.295578322,4.024.784.245,2.077.962.701,135.117.346,1.224.354.513,7.4,30.2,187.9,49.0,1,0,1,2.444.121.945,1184989
2019-05-17,5,137,Silt Loam,Silty,Blocky,2.466.038,5.340.133.632,1.671.975.395,124.112.519,1.167.215.543,7.107.828.351,4.497.393.791,0.260939663,2.452.946.605,1.473.345.697,2.522.447.303,2.180.324.628,7.9,29.5,233.6,64.6,1,0,1,4.227.008.112,1184989
2019-05-18,5,138,Silt Loam,Sandy,Blocky,2.466.038,5.788.753.046,224.892.154,1.236.717.338,1.418.780.087,6.758.844.523,1.819.011.504,0.202893306,3.754.611.508,1.674.973.353,1.398.235.494,0.18988079,0.0,28.8,241.6,59.8,1,0,1,480.348.562,1184989
2019-05-19,5,139,Sandy Loam,Sandy,Blocky,2.466.038,5.037.375.545,2.239.661.556,133.832.492,1.188.224.349,5.676.425.546,5.895.601.513,0.134434384,2.231.410.236,1.049.666.472,2.467.805.921,1.827.147.515,0.1,29.0,240.9,59.9,1,0,1,4.769.861.102,1184989
2019-05-20,5,140,Clay Loam,Loamy,Blocky,2.466.038,6.762.816.247,1.721.069.024,1.367.871.797,1.466.092.775,6.923.460.402,4.807.339.243,0.149346959,3.964.846.324,1.630.756.314,2.851.865.822,1.525.368.414,0.5,30.0,263.6,58.9,1,0,1,2.260.431.229,1184989
2019-05-21,5,141,Loamy,Loamy,Massive,2.466.038,5.552.796.907,2.427.445.342,1.522.385.511,1.461.788.353,6.583.449.536,4.194.345.805,0.247351537,427.104.874,1.010.523.454,2.857.607.325,7.162.617.921,2.9,31.0,255.4,43.5,1,0,1,3.422.098.414,1184989
2019-05-22,5,142,Clay Loam,Clayey,Platy,2.466.038,6.339.611.993,2.296.307.754,1.425.706.506,1.964.516.753,6.650.326.337,3.941.176.821,0.294037771,2.699.704.542,1.951.884.124,1.601.962.698,1.294.129.694,3.2,30.6,239.6,48.2,1,0,1,3.176.477.217,1184989
2019-05-23,5,143,Sandy Loam,Sandy,Massive,2.466.038,6.321.350.216,1.637.047.391,1.244.822.239,1.712.052.761,6.876.074.283,4.356.854.751,0.37863542,1.766.028.033,1.223.080.476,2.881.379.826,2.249.257.427,8.0,28.1,206.3,70.2,1,0,1,3.241.140.317,1184989
2019-05-24,5,144,Clay Loam,Loamy,Blocky,2.466.038,5.012.709.715,1.531.856.264,1.338.812.642,1.782.824.321,5.402.443.218,5.054.275.052,0.228771845,2.712.810.195,2.395.089.151,2.431.683.608,1.890.350.338,46.6,29.2,102.8,77.5,1,0,1,4.019.619.331,1184989
2019-05-25,5,145,Silt Loam,Clayey,Platy,2.466.038,5.852.879.027,1.556.956.362,1.370.802.737,1.014.866.079,6.501.149.535,2.069.559.623,0.115406089,2.619.120.499,194.684.885,2.072.507.166,7.988.340.659,19.1,26.2,156.3,80.1,0,0,0,3.996.222.953,1184989
2019-05-26,5,146,Sandy Loam,Silty,Blocky,2.466.038,51.237.784,1.874.590.441,1.363.399.797,258.627.405,6.294.107.328,3.805.211.468,0.154335034,3.028.325.503,2.046.864.365,2.174.711.681,1.481.420.921,7.8,30.4,222.6,45.9,1,0,1,4.704.859.351,1184989
2019-05-27,5,147,Clay Loam,Loamy,Platy,2.466.038,5.320.627.714,1.806.828.233,1.262.253.312,2.266.564.799,58.511.963,1.785.115.457,0.209519239,2.994.323.591,1.454.294.427,2.605.568.249,1.616.328.013,2.1,31.0,231.8,64.8,1,0,1,2.179.413.451,1184989
2019-05-28,5,148,Silt Loam,Silty,Massive,2.466.038,5.520.839.825,1.734.705.578,1.317.923.814,2.465.160.532,6.826.559.549,4.776.903.497,0.171182339,4.124.844.802,1.270.078.355,2.908.957.326,167.140.787,0.2,31.0,259.5,47.0,1,0,1,368.193.045,1184989
2019-05-29,5,149,Sandy Loam,Loamy,Platy,2.466.038,5.244.887.724,1.731.714.094,1.543.927.155,1.020.649.037,6.085.600.274,4.139.104.938,0.188769061,335.828.471,1.003.755.679,2.032.276.446,354.588.496,0.2,31.6,242.9,47.2,1,0,1,2.082.492.089,1184989
2019-05-30,5,150,Loamy,Loamy,Blocky,2.466.038,6.633.102.653,1.954.997.366,1.541.995.938,2.741.578.053,6.175.170.206,4.452.196.804,0.25223302,1.730.818.641,1.646.605.034,2.528.595.048,0.541668404,0.7,31.9,267.1,53.6,1,0,1,2.982.297.426,1184989
2019-05-31,5,151,Silt Loam,Loamy,Granular,2.466.038,608.232.902,228.959.811,1.243.314.531,2.602.323.991,5.523.086.151,5.746.440.328,0.3411048,3.466.376.223,2.474.016.392,2.594.585.955,110.427.819,3.9,30.2,232.7,71.1,1,0,1,2.995.892.508,1184989
2019-11-01,11,305,Silt Loam,Silty,Blocky,2.432.075,6.856.493.391,2.264.150.833,1.594.776.925,1.677.374.697,7.081.947.887,3.815.192.843,0.378149686,1.582.739.939,2.307.662.146,2.428.871.382,9.059.783.213,0.0,27.5,191.0,33.7,1,0,1,259.920.041,1169947
2019-11-02,11,306,Loamy,Sandy,Granular,2.432.075,6.664.739.305,2.359.741.338,150.235.035,1.086.523.319,666.770.519,4.413.530.802,0.135819802,1.853.803.473,2.168.248.581,1.923.567.498,4.312.360.515,0.0,27.4,200.0,24.0,1,0,1,4.540.374.195,1169947
2019-11-03,11,307,Sandy Loam,Sandy,Massive,2.432.075,6.787.115.993,1.538.704.789,123.795.613,1.771.112.695,7.439.446.895,3.456.219.665,0.148852931,3.348.351.771,2.330.108.341,1.204.981.641,5.572.684.196,0.0,26.9,177.1,41.7,1,0,1,355.277.065,1169947
2019-11-04,11,308,Clay Loam,Clayey,Granular,2.432.075,6.583.118.484,2.473.913.751,1.571.401.779,1.176.460.485,5.400.562.169,3.541.567.753,0.202946506,2.996.571.457,1.811.776.574,1.462.816.205,152.256.455,0.0,27.0,185.8,22.7,1,0,1,3.930.325.926,1169947
2019-11-05,11,309,Sandy Loam,Loamy,Granular,2.432.075,5.752.772.667,2.045.623.395,1.307.715.551,1.900.381.614,730.861.358,2.526.312.522,0.102523956,3.956.123.041,1.915.178.316,257.117.308,1.980.485.998,0.1,27.2,184.8,20.2,1,0,1,3.828.716.394,1169947
2019-11-06,11,310,Sandy Loam,Sandy,Massive,2.432.075,5.778.774.152,1.889.471.499,1.538.130.818,2.354.148.271,6.913.943.649,380.382.076,0.295403836,3.237.706.692,1.465.375.778,1.774.368.244,8.087.438.807,0.0,26.7,186.4,32.1,1,0,1,3.006.528.977,1169947
2019-11-07,11,311,Sandy Loam,Loamy,Blocky,2.432.075,6.087.282.228,2.007.236.552,1.225.990.771,1.105.831.502,6.318.936.864,2.867.563.589,0.146887848,1.668.497.765,2.015.570.888,1.474.647.503,3.827.853.861,0.0,26.1,201.1,51.4,1,0,1,4.864.322.448,1169947
2019-11-08,11,312,Sandy Loam,Sandy,Granular,2.432.075,5.833.105.116,2.372.380.486,1.370.701.985,1.386.103.735,6.633.129.418,3.103.625.969,0.28485393,4.460.106.628,1.056.684.873,161.698.651,1.252.117.906,10.4,25.4,66.3,81.7,0,0,0,4.940.236.308,1169947
2019-11-09,11,313,Loamy,Sandy,Platy,2.432.075,559.088.796,1.983.248.383,1.361.920.447,1.640.581.085,7.094.066.819,1.967.317.909,0.263382496,1.534.346.849,1.264.964.849,2.870.875.965,1.188.675.335,30.4,24.2,85.0,92.1,0,0,0,3.887.710.535,1169947
2019-11-10,11,314,Sandy Loam,Silty,Blocky,2.432.075,6.195.071.706,2.367.271.065,1.404.371.905,1.924.758.157,6.319.069.082,4.080.525.382,0.175942058,2.907.498.343,1.685.510.077,2.951.991.374,1.315.534.935,54.6,23.9,13.8,91.0,0,0,0,4.376.929.119,1169947
2019-11-11,11,315,Sandy Loam,Silty,Granular,2.432.075,6.530.949.245,2.211.009.709,1.461.110.615,2.782.495.917,6.618.455.978,5.905.865.818,0.138346675,2.877.940.556,2.335.217.349,1.422.930.922,1.163.190.071,0.2,26.1,70.8,52.7,1,0,1,2.651.440.711,1169947
2019-11-12,11,316,Clay Loam,Clayey,Platy,2.432.075,6.611.870.821,193.318.933,1.231.496.222,1.391.958.265,7.441.925.198,2.715.551.686,0.343791681,408.102.185,1.849.644.067,1.113.302.352,1.798.700.903,0.0,26.0,179.6,24.6,1,0,1,3.170.927.381,1169947
2019-11-13,11,317,Silt Loam,Loamy,Blocky,2.432.075,6.985.331.757,2.090.534.279,1.520.903.959,1.187.837.211,6.800.740.685,5.486.228.714,0.214485326,3.668.901.051,2.122.170.685,2.423.866.967,1.492.164.739,0.0,26.5,192.8,27.1,1,0,1,3.458.157.463,1169947
2019-11-14,11,318,Clay Loam,Silty,Granular,2.432.075,6.499.370.552,1.572.904.093,1.218.723.823,1.092.314.836,5.196.185.741,1.590.292.266,0.17131458,1.925.004.804,2.057.027.652,1.111.372,105.078.034,0.0,26.8,193.8,10.4,1,0,1,4.921.203.683,1169947
2019-11-15,11,319,Silt Loam,Loamy,Blocky,2.432.075,5.882.567.938,2.080.278.975,1.239.704.999,2.336.416.662,679.201.119,3.457.681.041,0.296830345,2.913.831.318,115.116.989,2.143.022.042,6.146.975.425,0.0,26.4,190.3,0.0,1,0,1,3.866.620.995,1169947
2019-11-16,11,320,Loamy,Clayey,Massive,2.432.075,548.781.274,1.540.012.186,1.523.962.552,238.310.517,7.434.689.821,5.373.998.857,0.268274941,1.832.473.505,1.115.420.248,1.646.618.953,6.732.457.825,0.0,26.2,179.5,20.4,1,0,1,3.417.446.685,1169947
2019-11-17,11,321,Loamy,Silty,Platy,2.432.075,6.847.048.348,2.048.281.029,154.847.808,2.861.710.676,5.976.823.579,2.859.606.014,0.219380174,4.367.285.929,1.907.424.749,2.563.920.395,7.176.171.526,0.0,25.6,164.6,32.6,1,0,1,3.850.851.198,1169947
2019-11-18,11,322,Silt Loam,Sandy,Blocky,2.432.075,6.992.493.711,1.859.138.036,1.331.323.708,2.885.807.495,5.108.570.402,2.262.064.532,0.361070432,2.978.249.693,2.353.394.449,2.400.844.256,157.376.219,0.0,25.2,172.4,19.5,0,0,0,2.738.339.742,1169947
2019-11-19,11,323,Sandy Loam,Sandy,Platy,2.432.075,5.892.322.891,1.820.865.456,1.507.439.701,1.366.531.952,6.818.313.982,4.464.826.323,0.314663978,3.209.995.674,1.979.299.923,2.478.619.438,1.488.907.937,0.0,24.7,179.0,37.3,0,0,0,2.389.364.102,1169947
2019-11-20,11,324,Silt Loam,Loamy,Granular,2.432.075,6.437.206.432,1.604.945.838,1.351.381.045,1.718.147.423,5.772.865.009,5.773.410.318,0.189116578,2.177.622.163,1.320.964.783,2.210.503.634,5.258.516.758,0.0,24.3,191.9,19.6,0,0,0,4.636.468.403,1169947
2019-11-21,11,325,Clay Loam,Sandy,Granular,2.432.075,6.582.473.758,2.487.914.406,1.394.178.327,2.085.260.163,7.294.813.915,4.327.365.539,0.14984496,1.755.019.325,1.370.081.528,2.972.647.521,8.570.044.365,0.0,24.0,181.9,20.6,0,0,0,4.245.877.813,1169947
2019-11-22,11,326,Clay Loam,Silty,Granular,2.432.075,6.531.136.752,1.554.265.385,1.263.851.032,1.392.482.284,5.456.346.975,1.906.383.913,0.274219572,2.435.356.579,2.013.033.128,1.299.036.128,5.461.259.701,0.0,24.0,172.6,28.6,0,0,0,3.526.517.726,1169947
2019-11-23,11,327,Clay Loam,Sandy,Blocky,2.432.075,645.204.133,170.129.761,1.240.475.915,2.341.854.266,5.941.671.638,4.870.908.926,0.227420414,4.158.465.357,2.338.152.761,292.360.513,1.461.128.882,0.0,24.2,151.5,30.5,0,0,0,3.341.328.903,1169947
2019-11-24,11,328,Sandy Loam,Clayey,Massive,2.432.075,611.099.153,2.364.454.813,12.601.078,1.570.502.261,5.059.192.548,1.526.707.761,0.374595861,3.354.446.125,1.304.801.361,2.164.133.935,0.740860875,0.0,24.3,162.1,18.2,0,0,0,2.748.332.232,1169947
2019-11-25,11,329,Clay Loam,Sandy,Granular,2.432.075,6.280.791.453,2.402.533.734,1.283.757.001,1.012.390.179,6.096.756.175,3.938.383.665,0.3268555,2.518.578.876,2.154.966.152,2.363.840.262,1.442.724.183,0.0,24.3,164.5,11.8,0,0,0,2.902.955.585,1169947
2019-11-26,11,330,Loamy,Loamy,Blocky,2.432.075,5.141.702.175,1.986.666.982,1.549.012.193,1.586.847.996,5.475.009.309,5.321.056.612,0.39728422,3.257.386.281,1.731.993.043,2.557.615.802,3.181.000.809,0.0,25.0,175.1,2.3,0,0,0,4.153.403.714,1169947
2019-11-27,11,331,Silt Loam,Clayey,Platy,2.432.075,607.284.601,1.563.738.042,1.209.373.849,2.037.477.331,6.492.730.789,3.433.905.781,0.272231869,3.754.530.753,2.173.655.727,1.515.140.353,5.961.029.897,0.0,24.4,182.2,2.8,0,0,0,2.161.688.148,1169947
2019-11-28,11,332,Silt Loam,Silty,Platy,2.432.075,6.630.274.137,1.987.447.149,1.274.107.168,1.647.206.704,6.865.466.313,2.488.240.596,0.14448392,4.350.782.808,1.298.975.541,2.430.772.675,9.369.930.282,0.0,24.7,166.3,0.0,1,0,1,4.791.099.188,1169947
2019-11-29,11,333,Loamy,Loamy,Granular,2.432.075,6.358.994.719,2.312.221.127,1.329.340.438,2.106.509.614,5.699.599.708,544.624.373,0.301667712,4.376.861.619,2.308.335.846,2.936.038.532,1.144.330.381,0.0,24.7,170.4,0.0,1,0,1,2.747.634.739,1169947
2019-11-30,11,334,Sandy Loam,Clayey,Platy,2.432.075,629.097.979,1.899.536.632,1.364.647.669,1.910.829.887,5.334.328.009,219.578.137,0.215133913,3.623.600.857,1.911.716.028,269.295.235,2.895.872.648,0.0,24.3,161.8,0.6,1,0,1,4.238.796.676,1169947
2019-12-01,12,335,Sandy Loam,Silty,Massive,2.432.075,6.056.989.524,1.824.995.182,1.358.829.367,2.761.388.075,5.299.358.922,3.291.389.596,0.273750861,4.038.360.946,1.544.659.188,1.152.691.088,7.272.768.434,0.0,23.8,182.3,22.2,0,0,0,4.672.986.365,1169947
2019-12-02,12,336,Silt Loam,Sandy,Blocky,2.432.075,5.346.538.271,2.307.472.052,152.988.014,2.580.281.621,5.636.841.756,3.572.275.011,0.273956297,2.673.152.132,2.056.679.931,2.342.730.979,674.743.611,0.0,23.0,173.4,23.5,0,0,0,4.197.537.278,1169947
2019-12-03,12,337,Sandy Loam,Sandy,Granular,2.432.075,6.392.500.285,2.077.293.421,1.336.101.855,2.781.191.142,7.071.053.535,1.641.605.237,0.14489103,3.992.994.775,2.024.624.387,2.629.505.944,9.548.930.278,0.0,22.0,178.6,15.1,0,0,0,3.898.395.014,1169947
2019-12-04,12,338,Silt Loam,Sandy,Platy,2.432.075,6.087.474.447,2.126.536.904,1.351.647.687,1.350.238.745,6.082.673.156,3.862.938.332,0.332184428,3.364.956.564,13.291.266,2.221.902.506,7.722.154.835,0.0,21.5,177.1,6.3,0,0,0,3.741.779.908,1169947
2019-12-05,12,339,Sandy Loam,Loamy,Massive,2.432.075,5.433.818.375,1.644.132.619,1.216.177.538,1.197.608.154,5.482.410.616,4.213.915.852,0.355760537,3.042.694.219,1.003.517.551,2.071.375.065,169.831.059,0.0,22.9,185.8,4.5,1,0,1,353.483.379,1169947
2019-12-06,12,340,Silt Loam,Loamy,Platy,2.432.075,6.504.460.249,1.994.406.217,153.703.816,2.945.642.624,5.709.093.028,337.073.137,0.389768854,1.594.821.034,107.528.395,2.189.994.533,1.961.792.233,0.0,23.7,182.9,20.3,1,0,1,3.717.731.983,1169947
2019-12-07,12,341,Clay Loam,Sandy,Blocky,2.432.075,651.969.277,1.502.267.082,1.429.275.003,2.038.850.733,5.874.811.328,1.657.972.944,0.183738385,3.223.003.399,2.441.189.841,1.375.964.513,1.026.878.916,0.0,23.4,182.6,15.8,0,0,0,2.294.429.407,1169947
2019-12-08,12,342,Loamy,Sandy,Granular,2.432.075,6.364.906.265,1.510.170.653,1.518.833.949,2.823.618.925,5.509.891.796,199.637.476,0.284019188,4.247.612.708,1.781.347.027,1.500.001.812,8.248.236.216,0.0,23.3,163.9,39.4,0,0,0,4.920.445.269,1169947
2019-12-09,12,343,Clay Loam,Loamy,Platy,2.432.075,5.440.526.171,2.036.986.892,1.306.998.231,2.669.131.314,6.348.820.707,3.265.219.539,0.227891412,3.866.427.528,1.659.947.947,2.411.182.262,1.404.608.633,0.1,22.5,144.0,42.5,0,0,0,257.934.877,1169947
